TIGRFAM	DUF	CS	GO	Ontology	Description	TIGRFAMDescription	PFAMCount	DUFCount
TIGR03060	PF12452	High	GO:0010207	BP	photosystem II assembly	photosystem II biogenesis protein Psp29	398	590
TIGR04058	PF12452	High	GO:0043447	BP	alkane biosynthetic process	long-chain fatty acyl-ACP reductase (aldehyde-forming)	350	590
TIGR04092	PF12459	Low	GO:0070394	BP	lipoteichoic acid metabolic process	D-alanyl-lipoteichoic acid biosynthesis protein DltD	1419	656
TIGR01573	PF12469	Low	GO:0043571	BP	maintenance of CRISPR repeat elements	CRISPR-associated endonuclease Cas2	7031	1217
TIGR01881	PF12469	Very high	GO:0043571	BP	maintenance of CRISPR repeat elements	CRISPR type III-B/RAMP module-associated protein Cmr5	543	1217
TIGR01888	PF12469	Very high	GO:0043571	BP	maintenance of CRISPR repeat elements	CRISPR type III-B/RAMP module-associated protein Cmr3	655	1217
TIGR01894	PF12469	High	GO:0043571	BP	maintenance of CRISPR repeat elements	CRISPR type III-B/RAMP module RAMP protein Cmr1	628	1217
TIGR01898	PF12469	Very high	GO:0043571	BP	maintenance of CRISPR repeat elements	CRISPR type III-B/RAMP module RAMP protein Cmr6	782	1217
TIGR02577	PF12469	Very high	GO:0043571	BP	maintenance of CRISPR repeat elements	CRISPR-associated protein Cas10/Cmr2, subtype III-B	798	1217
TIGR02580	PF12469	Very high	GO:0043571	BP	maintenance of CRISPR repeat elements	CRISPR type III-B/RAMP module RAMP protein Cmr4	866	1217
TIGR03816	PF12502	Low	NA	NA	NA	helicase/secretion neighborhood TadE-like protein	2487	NA
TIGR00600	PF12505	High	NA	NA	NA	DNA excision repair protein (rad2)	1	197
TIGR01989	PF12505	High	NA	NA	NA	ubiquinone biosynthesis monooxygenase COQ6	1	197
TIGR00646	PF12506	High	NA	NA	NA	DNA primase-like protein	4	NA
TIGR03835	PF12506	High	NA	NA	NA	terminal organelle assembly protein TopJ	9	NA
TIGR03836	PF12506	High	NA	NA	NA	cytadherence high molecular weight protein 1 N-terminal region	4	NA
TIGR03839	PF12506	High	NA	NA	NA	adhesin P1	9	NA
TIGR04525	PF12506	High	GO:0009405	BP	pathogenesis	IgG-blocking protein M	15	NA
TIGR00803	PF12520	High	NA	NA	NA	UDP-galactose transporter	1	431
TIGR00844	PF12520	High	GO:0006814	BP	sodium ion transport	sodium/hydrogen antiporter	1	431
TIGR01456	PF12520	High	NA	NA	NA	HAD hydrolase, TIGR01456 family	1	431
TIGR01153	PF12527	High	NA	NA	NA	photosystem II 44 kDa subunit reaction center protein	371	13
TIGR01332	PF12527	High	NA	NA	NA	cytochrome b559, alpha subunit	392	13
TIGR01333	PF12527	High	NA	NA	NA	cytochrome b559, beta subunit	361	13
TIGR01335	PF12527	Low	NA	NA	NA	photosystem I core protein PsaA	379	13
TIGR01336	PF12527	High	NA	NA	NA	photosystem I core protein PsaB	376	13
TIGR02056	PF12527	Low	NA	NA	NA	chlorophyll synthase ChlG	392	13
TIGR02654	PF12527	High	GO:0007623	BP	circadian rhythm	circadian clock protein KaiB	392	13
TIGR02730	PF12527	Low	GO:0016117	BP	carotenoid biosynthetic process	carotene isomerase	409	13
TIGR02732	PF12527	High	NA	NA	NA	9,9'-di-cis-zeta-carotene desaturase	376	13
TIGR02749	PF12527	High	GO:0010236	BP	plastoquinone biosynthetic process	solanesyl diphosphate synthase	396	13
TIGR03038	PF12527	High	NA	NA	NA	photosystem II reaction center protein PsbM	343	13
TIGR03039	PF12527	High	GO:0009769	BP	photosynthesis, light harvesting in photosystem II	photosystem II chlorophyll-binding protein CP47	402	13
TIGR03047	PF12527	High	NA	NA	NA	photosystem II reaction center protein Psb28	402	13
TIGR03060	PF12527	High	GO:0010207	BP	photosystem II assembly	photosystem II biogenesis protein Psp29	398	13
TIGR04059	PF12527	Low	GO:0043447	BP	alkane biosynthetic process	long-chain fatty aldehyde decarbonylase	355	13
TIGR03435	PF12543	High	NA	NA	NA	soil-associated protein, TIGR03435 family	133	394
TIGR01901	PF12545	Low	NA	NA	NA	filamentous hemagglutinin family N-terminal domain	4119	283
TIGR01690	PF12553	Low	NA	NA	NA	integrative conjugative element protein, RAQPRD family	692	799
TIGR03744	PF12553	High	GO:0008150	BP	biological_process	conjugative transfer ATPase, PFL_4706 family	748	799
TIGR03745	PF12553	Low	GO:0008150	BP	biological_process	integrating conjugative element membrane protein, PFL_4702 family	634	799
TIGR03746	PF12553	High	GO:0008150	BP	biological_process	integrating conjugative element protein, PFL_4703 family	689	799
TIGR03747	PF12553	Low	GO:0008150	BP	biological_process	integrating conjugative element membrane protein, PFL_4697 family	791	799
TIGR03748	PF12553	Low	NA	NA	NA	integrating conjugative element protein PilL, PFGI-1 class	726	799
TIGR03749	PF12553	Low	GO:0008150	BP	biological_process	integrating conjugative element protein, PFL_4704 family	740	799
TIGR03750	PF12553	Low	NA	NA	NA	conjugative transfer region protein, TIGR03750 family	717	799
TIGR03751	PF12553	High	GO:0008150	BP	biological_process	conjugative transfer region lipoprotein, TIGR03751 family	744	799
TIGR03752	PF12553	High	GO:0008150	BP	biological_process	integrating conjugative element protein, PFL_4705 family	749	799
TIGR03754	PF12553	Low	NA	NA	NA	conjugative coupling factor TraD, PFGI-1 class	781	799
TIGR03755	PF12553	High	NA	NA	NA	integrating conjugative element protein, PFL_4711 family	769	799
TIGR03756	PF12553	High	NA	NA	NA	integrating conjugative element protein, PFL_4710 family	764	799
TIGR03757	PF12553	High	NA	NA	NA	integrating conjugative element protein, PFL_4709 family	596	799
TIGR03758	PF12553	High	GO:0008150	BP	biological_process	integrating conjugative element protein, PFL_4701 family	637	799
TIGR03759	PF12553	Low	GO:0008150	BP	biological_process	integrating conjugative element protein, PFL_4693 family	742	799
TIGR03760	PF12553	High	NA	NA	NA	integrating conjugative element relaxase, PFGI-1 class	827	799
TIGR03761	PF12553	Low	NA	NA	NA	integrating conjugative element protein, PFL_4669 family	718	799
TIGR03764	PF12553	Low	NA	NA	NA	integrating conjugative element, PFGI_1 class, ParB family protein	687	799
TIGR03765	PF12553	Low	NA	NA	NA	integrating conjugative element protein, PFL_4695 family	726	799
TIGR04520	PF12558	Low	GO:0006810	BP	transport	energy-coupling factor transporter ATPase	7224	1923
TIGR01540	PF12571	High	NA	NA	NA	phage portal protein, PBSX family	1386	2371
TIGR01551	PF12571	High	GO:0019069	BP	viral capsid assembly	phage major capsid protein, P2 family	1093	2371
TIGR01611	PF12571	High	GO:0016032	BP	viral process	phage major tail tube protein	1969	2371
TIGR01634	PF12571	High	GO:0016032	BP	viral process	phage tail protein I	1865	2371
TIGR01644	PF12571	Low	GO:0019068	BP	virion assembly	phage baseplate assembly protein V	2375	2371
TIGR01760	PF12571	Low	GO:0016032	BP	viral process	phage tail tape measure protein, TP901 family, core region	4765	2371
TIGR00316	PF12654	High	GO:0006085	BP	acetyl-CoA biosynthetic process	CO dehydrogenase/CO-methylating acetyl-CoA synthase complex, beta subunit	696	1353
TIGR01441	PF12670	High	GO:0030436	BP	asexual sporulation	GPR endopeptidase	2950	559
TIGR01925	PF12670	High	GO:0030436	BP	asexual sporulation	anti-sigma F factor	2984	559
TIGR02829	PF12670	Low	GO:0030436	BP	asexual sporulation	stage III sporulation protein AE	2764	559
TIGR02830	PF12670	High	GO:0030436	BP	asexual sporulation	stage III sporulation protein AG	2889	559
TIGR02833	PF12670	Low	GO:0030436	BP	asexual sporulation	stage III sporulation protein AB	2676	559
TIGR02835	PF12670	High	GO:0006352	BP	DNA-templated transcription, initiation	RNA polymerase sigma-E factor	2875	559
TIGR02835	PF12670	High	GO:0042173	BP	regulation of sporulation resulting in formation of a cellular spore	RNA polymerase sigma-E factor	2875	559
TIGR02836	PF12670	High	GO:0030436	BP	asexual sporulation	stage IV sporulation protein A	3033	559
TIGR02838	PF12670	High	GO:0030436	BP	asexual sporulation	stage V sporulation protein AC	3019	559
TIGR02839	PF12670	High	GO:0030436	BP	asexual sporulation	stage V sporulation protein AE	2988	559
TIGR02844	PF12670	Low	GO:0030436	BP	asexual sporulation	sporulation transcriptional regulator SpoIIID	2813	559
TIGR02845	PF12670	High	GO:0030436	BP	asexual sporulation	stage V sporulation protein AD	3029	559
TIGR02848	PF12670	High	GO:0030436	BP	asexual sporulation	stage III sporulation protein AC	2795	559
TIGR02849	PF12670	High	GO:0030436	BP	asexual sporulation	stage III sporulation protein AD	2769	559
TIGR02850	PF12670	Low	NA	NA	NA	RNA polymerase sigma-G factor	2850	559
TIGR02851	PF12670	High	GO:0006355	BP	regulation of transcription, DNA-templated	stage V sporulation protein T	2966	559
TIGR02851	PF12670	High	GO:0030436	BP	asexual sporulation	stage V sporulation protein T	2966	559
TIGR02856	PF12670	High	GO:0030436	BP	asexual sporulation	sporulation protein YqfC	2740	559
TIGR02860	PF12670	High	GO:0030436	BP	asexual sporulation	stage IV sporulation protein B	2992	559
TIGR02867	PF12670	Low	GO:0030436	BP	asexual sporulation	stage II sporulation protein P	2922	559
TIGR02875	PF12670	Low	GO:0000160	BP	phosphorelay signal transduction system	sporulation transcription factor Spo0A	3123	559
TIGR02875	PF12670	Low	GO:0006355	BP	regulation of transcription, DNA-templated	sporulation transcription factor Spo0A	3123	559
TIGR02875	PF12670	Low	GO:0030436	BP	asexual sporulation	sporulation transcription factor Spo0A	3123	559
TIGR02875	PF12670	Low	GO:0042173	BP	regulation of sporulation resulting in formation of a cellular spore	sporulation transcription factor Spo0A	3123	559
TIGR02876	PF12670	High	GO:0030436	BP	asexual sporulation	sporulation protein YqfD	2966	559
TIGR02886	PF12670	Low	GO:0030436	BP	asexual sporulation	anti-sigma F factor antagonist	2784	559
TIGR02888	PF12670	High	GO:0030436	BP	asexual sporulation	sporulation protein, YlmC/YmxH family	2917	559
TIGR02892	PF12670	High	GO:0030436	BP	asexual sporulation	sporulation protein YabP	3020	559
TIGR04086	PF12670	High	NA	NA	NA	putative membrane protein, TIGR04086 family	2704	559
TIGR01753	PF12672	Low	GO:0055114	BP	oxidation-reduction process	flavodoxin	3487	1348
TIGR01441	PF12673	High	GO:0030436	BP	asexual sporulation	GPR endopeptidase	2950	1
TIGR01925	PF12673	High	GO:0030436	BP	asexual sporulation	anti-sigma F factor	2984	1
TIGR02829	PF12673	High	GO:0030436	BP	asexual sporulation	stage III sporulation protein AE	2764	1
TIGR02830	PF12673	High	GO:0030436	BP	asexual sporulation	stage III sporulation protein AG	2889	1
TIGR02833	PF12673	High	GO:0030436	BP	asexual sporulation	stage III sporulation protein AB	2676	1
TIGR02835	PF12673	High	GO:0006352	BP	DNA-templated transcription, initiation	RNA polymerase sigma-E factor	2875	1
TIGR02835	PF12673	High	GO:0042173	BP	regulation of sporulation resulting in formation of a cellular spore	RNA polymerase sigma-E factor	2875	1
TIGR02836	PF12673	High	GO:0030436	BP	asexual sporulation	stage IV sporulation protein A	3033	1
TIGR02837	PF12673	High	GO:0030436	BP	asexual sporulation	stage II sporulation protein R	2809	1
TIGR02838	PF12673	High	GO:0030436	BP	asexual sporulation	stage V sporulation protein AC	3019	1
TIGR02839	PF12673	High	GO:0030436	BP	asexual sporulation	stage V sporulation protein AE	2988	1
TIGR02844	PF12673	High	GO:0030436	BP	asexual sporulation	sporulation transcriptional regulator SpoIIID	2813	1
TIGR02845	PF12673	High	GO:0030436	BP	asexual sporulation	stage V sporulation protein AD	3029	1
TIGR02848	PF12673	High	GO:0030436	BP	asexual sporulation	stage III sporulation protein AC	2795	1
TIGR02849	PF12673	High	GO:0030436	BP	asexual sporulation	stage III sporulation protein AD	2769	1
TIGR02850	PF12673	High	NA	NA	NA	RNA polymerase sigma-G factor	2850	1
TIGR02851	PF12673	High	GO:0006355	BP	regulation of transcription, DNA-templated	stage V sporulation protein T	2966	1
TIGR02851	PF12673	High	GO:0030436	BP	asexual sporulation	stage V sporulation protein T	2966	1
TIGR02854	PF12673	Low	GO:0030436	BP	asexual sporulation	sigma-E processing peptidase SpoIIGA	2789	1
TIGR02860	PF12673	High	GO:0030436	BP	asexual sporulation	stage IV sporulation protein B	2992	1
TIGR02865	PF12673	High	GO:0030436	BP	asexual sporulation	stage II sporulation protein E	2805	1
TIGR02867	PF12673	High	GO:0030436	BP	asexual sporulation	stage II sporulation protein P	2922	1
TIGR02875	PF12673	Low	GO:0000160	BP	phosphorelay signal transduction system	sporulation transcription factor Spo0A	3123	1
TIGR02875	PF12673	Low	GO:0006355	BP	regulation of transcription, DNA-templated	sporulation transcription factor Spo0A	3123	1
TIGR02875	PF12673	Low	GO:0030436	BP	asexual sporulation	sporulation transcription factor Spo0A	3123	1
TIGR02875	PF12673	Low	GO:0042173	BP	regulation of sporulation resulting in formation of a cellular spore	sporulation transcription factor Spo0A	3123	1
TIGR02876	PF12673	Low	GO:0030436	BP	asexual sporulation	sporulation protein YqfD	2966	1
TIGR02888	PF12673	High	GO:0030436	BP	asexual sporulation	sporulation protein, YlmC/YmxH family	2917	1
TIGR02892	PF12673	High	GO:0030436	BP	asexual sporulation	sporulation protein YabP	3020	1
TIGR03954	PF12823	Very high	GO:0008150	BP	biological_process	integral membrane protein	5903	2627
TIGR03779	PF12988	Low	NA	NA	NA	Bacteroides conjugative transposon TraM protein	842	30
TIGR03780	PF12988	High	NA	NA	NA	Bacteroides conjugative transposon TraN protein	825	30
TIGR03781	PF12988	Low	NA	NA	NA	Bacteroides conjugative transposon TraK protein	861	30
TIGR03782	PF12988	High	NA	NA	NA	Bacteroides conjugative transposon TraJ protein	720	30
TIGR03783	PF12988	Low	GO:0032196	BP	transposition	Bacteroides conjugation system ATPase, TraG family	972	30
TIGR03779	PF12991	High	NA	NA	NA	Bacteroides conjugative transposon TraM protein	842	3351
TIGR03780	PF12991	High	NA	NA	NA	Bacteroides conjugative transposon TraN protein	825	3351
TIGR03781	PF12991	High	NA	NA	NA	Bacteroides conjugative transposon TraK protein	861	3351
TIGR03782	PF12991	High	NA	NA	NA	Bacteroides conjugative transposon TraJ protein	720	3351
TIGR03783	PF12991	High	GO:0032196	BP	transposition	Bacteroides conjugation system ATPase, TraG family	972	3351
TIGR03990	PF12991	Low	GO:0009103	BP	lipopolysaccharide biosynthetic process	phosphoglucosamine mutase	3389	3351
TIGR03990	PF12991	Low	GO:0009252	BP	peptidoglycan biosynthetic process	phosphoglucosamine mutase	3389	3351
TIGR04183	PF12991	Low	NA	NA	NA	Por secretion system C-terminal sorting domain	4855	3351
TIGR02894	PF13028	High	NA	NA	NA	transcription factor, RsfA family	1189	2642
TIGR01606	PF13029	High	NA	NA	NA	holin, BlyA family	20	NA
TIGR04419	PF13029	High	NA	NA	NA	HemN-related non-iron pseudo-SAM protein PsgB	34	NA
TIGR03779	PF13101	High	NA	NA	NA	Bacteroides conjugative transposon TraM protein	842	25
TIGR03780	PF13101	High	NA	NA	NA	Bacteroides conjugative transposon TraN protein	825	25
TIGR03781	PF13101	High	NA	NA	NA	Bacteroides conjugative transposon TraK protein	861	25
TIGR03783	PF13101	Low	GO:0032196	BP	transposition	Bacteroides conjugation system ATPase, TraG family	972	25
TIGR02099	PF13116	High	NA	NA	NA	TIGR02099 family protein	4476	1149
TIGR03779	PF13150	Low	NA	NA	NA	Bacteroides conjugative transposon TraM protein	842	389
TIGR03780	PF13150	Low	NA	NA	NA	Bacteroides conjugative transposon TraN protein	825	389
TIGR03781	PF13150	Low	NA	NA	NA	Bacteroides conjugative transposon TraK protein	861	389
TIGR03782	PF13150	Low	NA	NA	NA	Bacteroides conjugative transposon TraJ protein	720	389
TIGR03783	PF13150	Low	GO:0032196	BP	transposition	Bacteroides conjugation system ATPase, TraG family	972	389
TIGR03720	PF13153	High	NA	NA	NA	exosporium leader peptide	121	NA
TIGR02736	PF13179	High	GO:0055114	BP	oxidation-reduction process	cytochrome c oxidase, cbb3-type, CcoQ subunit	320	502
TIGR00940	PF13244	High	GO:0015672	BP	monovalent inorganic cation transport	monovalent cation:proton antiporter	2354	4382
TIGR00941	PF13244	Low	GO:0015672	BP	monovalent inorganic cation transport	multicomponent Na+:H+ antiporter, MnhC subunit	1621	4382
TIGR00943	PF13244	High	GO:0015672	BP	monovalent inorganic cation transport	monovalent cation:proton antiporter	2133	4382
TIGR01300	PF13244	Very high	GO:0015672	BP	monovalent inorganic cation transport	monovalent cation/proton antiporter, MnhG/PhaG subunit	8984	4382
TIGR04387	PF13252	High	NA	NA	NA	major capsid protein, N4-gp56 family	989	314
TIGR01555	PF13262	Very high	NA	NA	NA	phage-associated protein, HI1409 family	708	440
TIGR02774	PF13268	High	GO:0000724	BP	double-strand break repair via homologous recombination	ATP-dependent nuclease subunit B	308	1193
TIGR02715	PF13318	High	NA	NA	NA	amidohydrolase, AtzE family	1293	2266
TIGR01153	PF13319	High	NA	NA	NA	photosystem II 44 kDa subunit reaction center protein	371	896
TIGR02387	PF13319	Low	NA	NA	NA	DNA-directed RNA polymerase, gamma subunit	383	896
TIGR02654	PF13319	Low	GO:0007623	BP	circadian rhythm	circadian clock protein KaiB	392	896
TIGR02732	PF13319	High	NA	NA	NA	9,9'-di-cis-zeta-carotene desaturase	376	896
TIGR03042	PF13319	Low	NA	NA	NA	photosystem II protein PsbQ	296	896
TIGR03044	PF13319	Low	NA	NA	NA	photosystem II protein Psb27	396	896
TIGR03045	PF13319	High	NA	NA	NA	cytochrome c-550	344	896
TIGR03047	PF13319	High	NA	NA	NA	photosystem II reaction center protein Psb28	402	896
TIGR03048	PF13319	Low	GO:0009773	BP	photosynthetic electron transport in photosystem I	photosystem I iron-sulfur protein PsaC	390	896
TIGR00334	PF13331	High	GO:0006364	BP	rRNA processing	ribonuclease M5	3905	935
TIGR03779	PF13351	High	NA	NA	NA	Bacteroides conjugative transposon TraM protein	842	NA
TIGR03780	PF13351	High	NA	NA	NA	Bacteroides conjugative transposon TraN protein	825	NA
TIGR03781	PF13351	High	NA	NA	NA	Bacteroides conjugative transposon TraK protein	861	NA
TIGR03782	PF13351	High	NA	NA	NA	Bacteroides conjugative transposon TraJ protein	720	NA
TIGR03783	PF13351	High	GO:0032196	BP	transposition	Bacteroides conjugation system ATPase, TraG family	972	NA
TIGR00680	PF13493	High	GO:0006813	BP	potassium ion transport	K+-transporting ATPase, A subunit	8233	2306
TIGR00681	PF13493	High	GO:0006813	BP	potassium ion transport	K+-transporting ATPase, C subunit	8268	2306
TIGR01497	PF13493	High	GO:0006813	BP	potassium ion transport	K+-transporting ATPase, B subunit	8237	2306
TIGR02115	PF13493	High	GO:0006813	BP	potassium ion transport	K+-transporting ATPase, F subunit	4260	2306
TIGR03344	PF13503	High	GO:0009405	BP	pathogenesis	type VI secretion system effector, Hcp1 family	3720	255
TIGR03344	PF13503	High	GO:0052048	BP	NA	type VI secretion system effector, Hcp1 family	3720	255
TIGR03345	PF13503	High	GO:0033103	BP	protein secretion by the type VI secretion system	type VI secretion ATPase, ClpV1 family	3359	255
TIGR03347	PF13503	High	GO:0033103	BP	protein secretion by the type VI secretion system	type VI secretion protein, VC_A0111 family	3628	255
TIGR03348	PF13503	Low	GO:0033103	BP	protein secretion by the type VI secretion system	type VI secretion protein IcmF	3242	255
TIGR03349	PF13503	High	GO:0052048	BP	NA	type IV/VI secretion system protein, DotU family	3768	255
TIGR03353	PF13503	High	GO:0033103	BP	protein secretion by the type VI secretion system	type VI secretion protein, VC_A0114 family	3693	255
TIGR03355	PF13503	High	GO:0033103	BP	protein secretion by the type VI secretion system	type VI secretion protein, EvpB/VC_A0108 family	3729	255
TIGR03357	PF13503	High	GO:0033103	BP	protein secretion by the type VI secretion system	type VI secretion system lysozyme-like protein	3523	255
TIGR03358	PF13503	High	GO:0033103	BP	protein secretion by the type VI secretion system	type VI secretion protein, VC_A0107 family	3697	255
TIGR03359	PF13503	High	GO:0033103	BP	protein secretion by the type VI secretion system	type VI secretion protein, TIGR03359 family	3671	255
TIGR03361	PF13503	High	GO:0033103	BP	protein secretion by the type VI secretion system	type VI secretion system Vgr family protein	3569	255
TIGR03915	PF13566	Very high	GO:0008150	BP	biological_process	probable DNA metabolism protein	3404	1
TIGR03916	PF13566	Very high	NA	NA	NA	putative DNA modification/repair radical SAM protein	4867	1
TIGR03779	PF13571	High	NA	NA	NA	Bacteroides conjugative transposon TraM protein	842	NA
TIGR03780	PF13571	High	NA	NA	NA	Bacteroides conjugative transposon TraN protein	825	NA
TIGR03781	PF13571	High	NA	NA	NA	Bacteroides conjugative transposon TraK protein	861	NA
TIGR03782	PF13571	High	NA	NA	NA	Bacteroides conjugative transposon TraJ protein	720	NA
TIGR03783	PF13571	High	GO:0032196	BP	transposition	Bacteroides conjugation system ATPase, TraG family	972	NA
TIGR03990	PF13571	Low	GO:0009103	BP	lipopolysaccharide biosynthetic process	phosphoglucosamine mutase	3389	NA
TIGR03990	PF13571	Low	GO:0009252	BP	peptidoglycan biosynthetic process	phosphoglucosamine mutase	3389	NA
TIGR03779	PF13572	High	NA	NA	NA	Bacteroides conjugative transposon TraM protein	842	1613
TIGR03780	PF13572	High	NA	NA	NA	Bacteroides conjugative transposon TraN protein	825	1613
TIGR03781	PF13572	High	NA	NA	NA	Bacteroides conjugative transposon TraK protein	861	1613
TIGR03782	PF13572	High	NA	NA	NA	Bacteroides conjugative transposon TraJ protein	720	1613
TIGR03783	PF13572	High	GO:0032196	BP	transposition	Bacteroides conjugation system ATPase, TraG family	972	1613
TIGR03897	PF13575	Very high	GO:0009403	BP	toxin biosynthetic process	type 2 lantibiotic biosynthesis protein LanM	1165	2
TIGR03897	PF13575	Very high	GO:0018081	BP	peptide cross-linking via lanthionine or 3-methyl-lanthionine	type 2 lantibiotic biosynthesis protein LanM	1165	2
TIGR03897	PF13575	Very high	GO:0018193	BP	peptidyl-amino acid modification	type 2 lantibiotic biosynthesis protein LanM	1165	2
TIGR03779	PF13595	High	NA	NA	NA	Bacteroides conjugative transposon TraM protein	842	1415
TIGR03780	PF13595	Very high	NA	NA	NA	Bacteroides conjugative transposon TraN protein	825	1415
TIGR03781	PF13595	High	NA	NA	NA	Bacteroides conjugative transposon TraK protein	861	1415
TIGR03782	PF13595	High	NA	NA	NA	Bacteroides conjugative transposon TraJ protein	720	1415
TIGR03783	PF13595	Very high	GO:0032196	BP	transposition	Bacteroides conjugation system ATPase, TraG family	972	1415
TIGR04183	PF13595	Low	NA	NA	NA	Por secretion system C-terminal sorting domain	4855	1415
TIGR02231	PF13598	Very high	NA	NA	NA	conserved hypothetical protein	2650	919
TIGR02231	PF13600	Very high	NA	NA	NA	conserved hypothetical protein	2650	6
TIGR03344	PF13665	High	GO:0009405	BP	pathogenesis	type VI secretion system effector, Hcp1 family	3720	7
TIGR03344	PF13665	High	GO:0052048	BP	NA	type VI secretion system effector, Hcp1 family	3720	7
TIGR03345	PF13665	Low	GO:0033103	BP	protein secretion by the type VI secretion system	type VI secretion ATPase, ClpV1 family	3359	7
TIGR03347	PF13665	High	GO:0033103	BP	protein secretion by the type VI secretion system	type VI secretion protein, VC_A0111 family	3628	7
TIGR03348	PF13665	Low	GO:0033103	BP	protein secretion by the type VI secretion system	type VI secretion protein IcmF	3242	7
TIGR03349	PF13665	High	GO:0052048	BP	NA	type IV/VI secretion system protein, DotU family	3768	7
TIGR03352	PF13665	Low	GO:0033103	BP	protein secretion by the type VI secretion system	type VI secretion lipoprotein, VC_A0113 family	2889	7
TIGR03353	PF13665	High	GO:0033103	BP	protein secretion by the type VI secretion system	type VI secretion protein, VC_A0114 family	3693	7
TIGR03355	PF13665	High	GO:0033103	BP	protein secretion by the type VI secretion system	type VI secretion protein, EvpB/VC_A0108 family	3729	7
TIGR03357	PF13665	High	GO:0033103	BP	protein secretion by the type VI secretion system	type VI secretion system lysozyme-like protein	3523	7
TIGR03358	PF13665	High	GO:0033103	BP	protein secretion by the type VI secretion system	type VI secretion protein, VC_A0107 family	3697	7
TIGR03359	PF13665	High	GO:0033103	BP	protein secretion by the type VI secretion system	type VI secretion protein, TIGR03359 family	3671	7
TIGR03361	PF13665	High	GO:0033103	BP	protein secretion by the type VI secretion system	type VI secretion system Vgr family protein	3569	7
TIGR02241	PF13699	Very high	NA	NA	NA	conserved hypothetical phage tail region protein	2571	2
TIGR02242	PF13699	Low	NA	NA	NA	phage tail protein domain	1325	2
TIGR02243	PF13699	High	NA	NA	NA	putative baseplate assembly protein	1700	2
TIGR00115	PF13700	Low	GO:0051083	BP	'de novo' cotranslational protein folding	trigger factor	24824	2
TIGR00337	PF13700	Low	GO:0009220	BP	pyrimidine ribonucleotide biosynthetic process	CTP synthase	24919	2
TIGR00963	PF13700	Low	GO:0043952	BP	protein transport by the Sec complex	preprotein translocase, SecA subunit	24695	2
TIGR01060	PF13700	Low	GO:0006096	BP	glycolytic process	phosphopyruvate hydratase	24868	2
TIGR01063	PF13700	Low	GO:0006265	BP	DNA topological change	DNA gyrase, A subunit	24749	2
TIGR01135	PF13700	High	GO:0006040	BP	amino sugar metabolic process	glutamine-fructose-6-phosphate transaminase (isomerizing)	23132	2
TIGR01135	PF13700	High	GO:0009252	BP	peptidoglycan biosynthetic process	glutamine-fructose-6-phosphate transaminase (isomerizing)	23132	2
TIGR01394	PF13700	Low	GO:0006412	BP	translation	GTP-binding protein TypA/BipA	24645	2
TIGR01394	PF13700	Low	GO:0006950	BP	response to stress	GTP-binding protein TypA/BipA	24645	2
TIGR02226	PF13709	Low	NA	NA	NA	N-terminal double-transmembrane domain	5337	2809
TIGR04406	PF13776	Low	GO:0015920	BP	lipopolysaccharide transport	LPS export ABC transporter ATP-binding protein	17959	139
TIGR02302	PF13779	Low	NA	NA	NA	TIGR02302 family protein	1893	NA
TIGR03925	PF13783	Low	GO:0009306	BP	protein secretion	type VII secretion protein EccCb	1248	NA
TIGR04363	PF13783	Low	NA	NA	NA	FxLD family lantipeptide	367	NA
TIGR04364	PF13783	Low	NA	NA	NA	methyltransferase, FxLD system	554	NA
TIGR03816	PF13834	Low	NA	NA	NA	helicase/secretion neighborhood TadE-like protein	2487	NA
TIGR03647	PF13937	Very high	NA	NA	NA	putative solute:sodium symporter small subunit	4781	5
TIGR03648	PF13937	Very high	NA	NA	NA	probable sodium:solute symporter, VC_2705 subfamily	6480	5
TIGR02232	PF13948	High	NA	NA	NA	Myxococcus cysteine-rich repeat	524	NA
TIGR01348	PF13986	Low	GO:0006086	BP	acetyl-CoA biosynthetic process from pyruvate	dihydrolipoyllysine-residue acetyltransferase	6079	2076
TIGR02794	PF13986	Low	GO:0006810	BP	transport	protein TolA	6371	2076
TIGR02794	PF13986	Low	GO:0009405	BP	pathogenesis	protein TolA	6371	2076
TIGR02397	PF14022	Low	GO:0006260	BP	DNA replication	DNA polymerase III, subunit gamma and tau	25673	658
TIGR02241	PF14065	Very high	NA	NA	NA	conserved hypothetical phage tail region protein	2571	144
TIGR02242	PF14065	High	NA	NA	NA	phage tail protein domain	1325	144
TIGR02243	PF14065	Very high	NA	NA	NA	putative baseplate assembly protein	1700	144
TIGR04549	PF14135	Very high	GO:0071702	BP	organic substance transport	substrate import-associated zinc metallohydrolase lipoprotein	649	159
TIGR01437	PF14187	Low	NA	NA	NA	uncharacterized pyridoxal phosphate-dependent enzyme	1946	80
TIGR03577	PF14187	Very high	GO:0008150	BP	biological_process	conserved hypothetical protein EF_0830/AHA_3911	723	80
TIGR03578	PF14187	Very high	GO:0008150	BP	biological_process	conserved hypothetical protein EF_0831/AHA_3912	710	80
TIGR03579	PF14187	Very high	NA	NA	NA	conserved hypothetical protein EF_0833/AHA_3914	722	80
TIGR03580	PF14187	Very high	NA	NA	NA	conserved hypothetical protein EF_0832/AHA_3913	718	80
TIGR03581	PF14187	Low	GO:0008150	BP	biological_process	conserved hypothetical protein EF_0839/AHA_3917	1174	80
TIGR03582	PF14187	High	GO:0008150	BP	biological_process	PRD domain protein, EF_0829/AHA_3910 family	710	80
